Formato,Zona,Distrito,Suc SAP,Sucursal,Calle,Colonia,Municipio,Estado,Ciudad,CP,var_ventas,var_ov,var_ticket,month,latitud,longitud
Devlyn,Centro,Distrito 6,A828,GALERIAS URUAPAN, Blvd. Industrial,El Colorin Norte,Uruapan,Michoacán de Ocampo,Uruapan,60120,-6.7,6.4,-12.3,Enero,19.4147269,-102.0522647
Devlyn,Noroeste,Distrito 5,B914,DELYN ZENTRALIA (COLIMA),3ER ANILLO PERIFERICO NORTE,Bugambilias,Colima,Colima,Colima,28017,-27.7,-29.6,2.6,Enero,19.2433991,-103.7280738
Devlyn,Sur,Distrito 4,A836,DEVLYN CHEDRAUI (TAPACHULA),4TA AV SUR PROLONG C LAS PALOMAS,Cantarranas,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,Chiapas,Tapachula de Córdova y Ordóñez,30797,29.6,4.7,23.8,Enero,14.9042905,-92.2609265
Devlyn,Centro,Distrito 6,B008,LEON CENTRO II,05 DE MAYO,Centro,León,Guanajuato,León de los Aldama,37000,-24.1,-29.8,8.2,Enero,21.121965,-101.6829766
Coppel,Centro,Distrito 5,A551,COPPEL CELAYA,12 DE OCTUBRE,Los Sauces,Celaya,Guanajuato,Celaya,38027,67.1,34.5,24.3,Enero,20.533795125699353,-100.83526851726776
Sears,Noroeste,Distrito 3,B319,SEARS CENTRO (LA PAZ),16 DE SEPTIEMBRE,Zona Central,La Paz,Baja California Sur,La Paz,23000,74.1,59.6,9.1,Enero,24.1619948,-110.3158532
Devlyn,Centro,Distrito 6,A823,LA PIEDAD CENTRO,25 DE JULIO,Centro,La Piedad,Michoacán de Ocampo,La Piedad de Cabadas,59300,37.4,17.0,17.5,Enero,20.3429949,-102.031124
Coppel,Sur,Distrito 3,A609,COPPEL CARDENAS CENTRO (TABASCO),ABRAHAM BANDALA,Cárdenas Centro,Cárdenas,Tabasco,Cárdenas,86500,-29.7,-3.8,-26.9,Enero,18.169369500000002,-93.70522924168885
Devlyn,Noreste,Distrito 2,A947,ADUANA I CENTRO (TAMPICO),ADUANA,Tampico Centro,Tampico,Tamaulipas,Tampico,89000,4.0,-12.3,18.5,Enero,22.27010965,-97.89486735598555
Devlyn,Noreste,Distrito 5,A957,SALTILLO CENTRO,ALLENDE,Saltillo Centro,Saltillo,Coahuila de Zaragoza,Saltillo,25000,-22.7,-8.6,-15.5,Enero,25.4230425,-100.9927509
Devlyn,Sur,Distrito 6,A988,MEGA SORIANA (XALAPA),AUTOP ADOLFO RUIZA CORTINEZ,Progreso Macuiltepetl,Xalapa,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,91130,-29.6,3.4,-31.9,Enero,19.5408338,-96.9146374
Devlyn,Metropolitana,Distrito 4,A762,GALERIAS CUERNAVACA,AUTOP MEXICO CUERNAVACA KM 87.850,Ricardo Flores Magón,Cuernavaca,Morelos,Cuernavaca,62370,7.3,1.1,6.2,Enero,18.93313205,-99.25995794657074
Devlyn,Metropolitana,Distrito 4,B630,AVERANDA,AUTOP MEXICO- ACAPULCO KM 73+573,Ricardo Flores Magón,Cuernavaca,Morelos,Cuernavaca,62370,-24.7,-22.3,-3.1,Enero,18.93313205,-99.25995794657074
Sears,Metropolitana,Distrito 4,B857,SEARS AVERANDA,AUTOP MEXICO- ACAPULCOKM 8750,Flores Magón 2a Fracción,Cuernavaca,Morelos,Cuernavaca,62373,6.5,-8.1,15.9,Enero,18.93313205,-99.25995794657074
Devlyn,Centro,Distrito 4,B872,EXPLANADA PACHUCA,AUTOP MEXICO-PACHUCA,Privada Santa Prisca,Pachuca de Soto,Hidalgo,Pachuca de Soto,42083,6.3,29.0,-17.6,Enero,20.10451,-98.78892237167076
Devlyn,Centro,Distrito 2,A902,LUNA PARC,AV 1 DE MAYO,Elite Plaza,Cuautitlán Izcalli,Estado de México,Cuautitlán Izcalli,54700,22.7,8.0,13.5,Enero,19.6531356,-99.2145002
Sears,Centro,Distrito 2,B750,SEARS CUAUTITLAN 1o MAYO,AV 1 DE MAYO,Elite Plaza,Cuautitlán Izcalli,Estado de México,Cuautitlán Izcalli,54700,-7.4,-18.5,13.6,Enero,19.6531356,-99.2145002
Devlyn,Sur,Distrito 4,B613,COMITAN CENTRO,AV 4 A NORTE PONIENTE,Candelaria,Comitán de Domínguez,Chiapas,Comitán de Domínguez,30060,-57.4,-43.4,-24.7,Enero,16.2441097,-92.1348514
Devlyn,Metropolitana,Distrito 1,B019,DEVLYN CHEDRAUI NEZA,AV 4TA AVENIDA,Rey Nezahualcóyotl,Nezahualcóyotl,Estado de México,Ciudad Nezahualcóyotl,57809,26.0,15.2,9.4,Enero,19.4079028,-99.0181547
Devlyn,Sur,Distrito 4,A894,PLAZA DEL SOL TUXTLA,AV 5 A NORTE PONIENTE,Santo Domingo,Tuxtla Gutiérrez,Chiapas,Tuxtla Gutiérrez,29000,75.5,61.3,8.8,Enero,16.753801,-93.115959
Devlyn,Centro,Distrito 4,A753,QUERETARO LIVERPOOL,AV 5 DE FEBRERO SUR,Los Virreyes,Querétaro,Querétaro,Santiago de Querétaro,76175,-5.7,-10.0,4.8,Enero,20.5922997,-100.3917424
Devlyn,Noreste,Distrito 2,A941,POZARICA CENTRO,AV 6 NORTE,Obrera,Poza Rica de Hidalgo,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,93260,-8.2,-11.0,3.2,Enero,20.52686869324391,-97.46084978005017
Sears,Noroeste,Distrito 5,B266,SEARS CENTRO (GUADALAJARA),AV 16 DE SEPTIEMBRE,Guadalajara Centro,Guadalajara,Jalisco,Guadalajara,44100,0.1,1.5,-1.4,Enero,20.67083,-103.3474
Coppel,Metropolitana,Distrito 5,A679,COPPEL 16 DE SEPTIEMBRE ZINACANTEPEC,AV 16 DE SEPTIEMBRE,San Miguel Zinacantepec,Zinacantepec,Estado de México,Tezoyuca,51350,-35.7,-25.3,-13.9,Enero,19.5902244,-98.9079359
Devlyn,Sur,Distrito 6,A815,CORDOBA PLAZA CRISTAL,AV 21 AUTOPISTA CORDOBA ORIZABA,Córdoba Centro,Córdoba,Veracruz de Ignacio de la Llave,Córdoba,94500,-15.7,-5.6,-10.7,Enero,18.8944704,-96.9352891
Devlyn,Noreste,Distrito 3,B042,SENDERO LINCOLN,AV ABRAHAM LINCOLN,Hacienda Santa Clara,Monterrey,Nuevo León,Monterrey,64346,-30.8,-16.6,-17.0,Enero,25.6802019,-100.315258
Devlyn,Metropolitana,Distrito 3,A915,VIA ACOXPA,AV ACOXPA,Vergel de Coyoacán,Tlalpan,Ciudad de México,Ciudad de México,14340,-4.8,-32.2,40.4,Enero,19.297564749328963,-99.13717496875807
Devlyn,Sur,Distrito 3,A837,DEVLYN CHEDRAUI CARRIZAL (VHSA),AV ADOLFO  RUIZ  CORTINES ,Las Giraldas,Centro,Tabasco,Villahermosa,86038,-16.4,8.0,-22.6,Enero,17.9884657,-92.9366326
Devlyn,Noroeste,Distrito 5,B901,MID TOWN JALISCO DEVLYN,AV ADOLFO LOPEZ MATEOS,Italia Providencia,Guadalajara,Jalisco,Guadalajara,44648,31.1,8.6,20.7,Enero,20.68956665,-103.3773704
Coppel,Sur,Distrito 5,A656,COPPEL COSAMALOAPAN,AV ADOLFO RUIZ CORTINEZ,Cosamaloapan de Carpio Centro,Cosamaloapan de Carpio,Veracruz de Ignacio de la Llave,Cosamaloapan,95400,10.6,34.0,-17.4,Enero,18.364414,-95.7965793
Devlyn,Centro,Distrito 1,A812,SAN MATEO,AV ALCANFORES,Jardines de San Mateo,Naucalpan de Juárez,Estado de México,Naucalpan de Juárez,53240,-6.6,-9.3,3.0,Enero,19.4788356,-99.2327986
Devlyn,Noreste,Distrito 3,A959,MTY. HIPERMART,AV ALEJANDRO DE RODAS,Las Cumbres,Monterrey,Nuevo León,Monterrey,64610,26.1,-20.0,57.7,Enero,25.6802019,-100.315258
Devlyn,Noroeste,Distrito 2,B729,SENDERO CHIHUAHUA   ,AV ALEJANDRO DUMAS,Chihuahua 2000 I Etapa,Chihuahua,Chihuahua,Chihuahua,31136,47.5,55.2,-4.9,Enero,28.6368669,-106.076745
Devlyn,Metropolitana,Distrito 5,A963,TOLUCA CHEDRAUI,AV ALFREDO DEL MAZO,La Cruz Comalco,Toluca,Estado de México,Toluca de Lerdo,50010,-9.6,-20.0,13.0,Enero,19.292545,-99.6569007
Sears,Metropolitana,Distrito 4,B273,CUERNAVACA SEARS,AV ALTA TENSION Y RIO BALSAS,Lomas de Miraval,Cuernavaca,Morelos,Cuernavaca,62270,5.5,-4.4,10.3,Enero,18.93313205,-99.25995794657074
Devlyn,Sur,Distrito 2,A884,PASEO CANCUN,AV ANDRES QUINTANA ROO,Supermanzana 5 Centro,Benito Juárez,Quintana Roo,Cancún,77500,-17.4,-22.3,6.4,Enero,21.1527467,-86.8425761
Devlyn,Centro,Distrito 3,A996,CHEDRAUI EL ANFORA,AV ANFORA,Azteca,Venustiano Carranza,Ciudad de México,Ciudad de México,15320,-20.0,-3.3,-17.2,Enero,19.437922709751533,-99.11054639616883
Devlyn,Centro,Distrito 4,B629,PASEO QUERETARO,AV ANILLO VIAL FRAY JUNIPERO CERRA,Paseo San Junípero,Querétaro,Querétaro,Santiago de Querétaro,76146,14.9,-1.8,17.0,Enero,20.5922997,-100.3917424
Devlyn,Noroeste,Distrito 4,A978,CULIACAN CENTRO,AV ANTONIO ROSALES,Centro,Culiacán,Sinaloa,Culiacán Rosales,80000,-3.3,-2.5,-0.8,Enero,24.7978965,-107.393395
Devlyn,Noroeste,Distrito 4,A834,MAZATLAN GRAN PLAZA,AV APOLO Y REFORMA,Jardines de la Alameda,Mazatlán,Sinaloa,Mazatlán,82123,-4.5,-4.8,0.3,Enero,23.2035785,-106.4208391
Devlyn,Centro,Distrito 5,A843,IRAPUATO PLAZA JACARANDAS,AV ARBOLEDAS,Morelos,Irapuato,Guanajuato,Irapuato,36520,-0.6,45.0,-31.4,Enero,20.67197922854458,-101.37076355747992
Coppel,Centro,Distrito 5,A583,COPPEL JACARANDAS (IRAPUATO),AV ARBOLEDAS,San Pedro,Irapuato,Guanajuato,Irapuato,36520,-25.2,25.0,-40.1,Enero,20.67197922854458,-101.37076355747992
Coppel,Sur,Distrito 6,A669,COPPEL ATENAS XALAPA,AV ATENAS,Revolución,Xalapa,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,91100,-20.6,34.2,-40.8,Enero,19.565732655508736,-96.91285271208812
Devlyn,Centro,Distrito 1,A792,VALLE  DORADO,AV ATENAS,Valle Dorado,Tlalnepantla de Baz,Estado de México,Tlalnepantla de Baz,54020,-28.6,-19.6,-11.2,Enero,19.5506334877197,-99.2103815701916
Devlyn,Sur,Distrito 3,B438,CIUDAD DEL CARMEN SORIANA,"AV AVIACION, CARRETERA A PUERTO CARMEN",Ciudad del Carmen (Ciudad del Carmen),Carmen,Campeche,Ciudad del Carmen,24119,11.1,-1.1,12.3,Enero,18.651739,-91.81492
Devlyn,Noroeste,Distrito 5,A734,GUADALAJARA PLAZA PATRIA II,AV AVILA CAMACHO,Jacarandas,Zapopan,Jalisco,Zapopan,45160,-8.6,-14.7,7.2,Enero,20.716622391958772,-103.38202393731157
Devlyn,Centro,Distrito 1,A998,PLAZA AZCAPOTZALCO,AV AZCAPOTZALCO,Centro de Azcapotzalco,Azcapotzalco,Ciudad de México,Ciudad de México,02000,8.6,-15.2,28.2,Enero,19.4326296,-99.1331785
Devlyn,Noreste,Distrito 1,B035,PLAZA SENDERO SLP,AV BENITO JUAREZ,Estrella de Oriente,San Luis Potosí,San Luis Potosí,San Luis Potosí,78396,-3.6,-4.7,1.1,Enero,22.130738648695136,-100.92584426295893
Devlyn,Noreste,Distrito 1,A952,FRESNILLO ZACATECAS,AV BENITO JUAREZ,Fresnillo Centro,Fresnillo,Zacatecas,Fresnillo,99000,-23.9,-14.9,-10.6,Enero,23.1811278,-102.8729073
Coppel,Sur,Distrito 2,A686,COPPEL EL CARACOL COZUMEL,AV BENITO JUAREZ ENTRE AV 8 DE OCTUBRE Y 70 AV NORTE,Emiliano Zapata,Cozumel,Quintana Roo,Cozumel,77620,69.3,37.8,22.8,Enero,20.4320599,-86.92069058377268
Devlyn,Metropolitana,Distrito 1,A775,CD JARDIN NEZA,AV BORDO DE XOCHIACA,Benito Juárez (La Aurora),Nezahualcóyotl,Estado de México,Ciudad Nezahualcóyotl,57000,-1.1,-8.3,7.8,Enero,19.4079028,-99.0181547
Sears,Metropolitana,Distrito 1,B749,SEARS JARDIN BORDO XOCHIACA,AV BORDO DE XOCHIACA,Ciudad Jardín,Nezahualcóyotl,Estado de México,Ciudad Nezahualcóyotl,57205,2.4,-4.0,6.7,Enero,19.4079028,-99.0181547
Devlyn,Noroeste,Distrito 3,A961,CD. OBREGON PLAZA TUTULI,AV CALIFORNIA,Urbanizable 2,Cajeme,Sonora,Ciudad Obregón,85000,2.2,-8.2,11.4,Enero,27.4846619,-109.9337782
Devlyn,Metropolitana,Distrito 1,B053,GRAN PATIO TEXCOCO,AV CAMINO AL MOLINO DE LAS FLORES,Valle de Santa Cruz,Texcoco,Estado de México,Texcoco de Mora,56120,-11.8,-15.1,3.9,Enero,19.5144327,-98.8821254
Devlyn,Centro,Distrito 4,A754,LIVERPOOL PACHUCA,AV CAMINO REAL DE L APLATA,Media Luna,Pachuca de Soto,Hidalgo,Pachuca de Soto,42080,,,-55.0,Enero,20.10451,-98.78892237167076
Devlyn,Metropolitana,Distrito 3,A806,MIRAMONTES,AV CANAL DE MIRAMONTES,Avante,Coyoacán,Ciudad de México,Ciudad de México,04460,0.0,-14.2,16.5,Enero,19.329256342196675,-99.13710973207961
Devlyn,Metropolitana,Distrito 1,A767,PARQUE TEZONTLE,AV CANAL DE TEZONTLE,Dr. Alfonso Ortiz Tirado,Iztapalapa,Ciudad de México,Ciudad de México,09020,-7.9,-11.4,4.0,Enero,19.381660844417873,-99.08142551712677
Devlyn,Metropolitana,Distrito 1,A802,PLAZA ORIENTE,AV CANAL DE TEZONTLE,Dr. Alfonso Ortiz Tirado,Iztapalapa,Ciudad de México,Ciudad de México,09020,9.2,-5.9,16.0,Enero,19.381660844417873,-99.08142551712677
Devlyn,Metropolitana,Distrito 1,A773,PLAZA CENTRAL,AV CANAL RIO CHURUBUSCO,Central de Abasto,Iztapalapa,Ciudad de México,Ciudad de México,09040,-10.7,-17.1,7.8,Enero,19.4326296,-99.1331785
Devlyn,Centro,Distrito 2,A769,PLAZA ARAGON II,AV CARLOS HANK GONZALEZ,Jardines de Aragón,Ecatepec de Morelos,Estado de México,Ecatepec de Morelos,55140,6.7,-5.3,12.7,Enero,19.516150783226898,-99.03602905207644
Devlyn,Centro,Distrito 4,A745,GALERIAS SAN JUAN DEL RIO,AV CARR PANAMERICANA,Centro,San Juan del Río,Querétaro,San Juan del Rio,76800,2.6,-4.5,7.5,Enero,20.387046249999997,-100.01196274827622
Coppel,Metropolitana,Distrito 5,A684,COPPEL SANTIAGO TIANGUISTENGO,AV CATARINO GONZALEZ,Guadalupe Rhon de Hank,Tianguistenco,Estado de México,Tezoyuca,52600,-17.2,-15.2,-2.3,Enero,19.5902244,-98.9079359
Devlyn,Sur,Distrito 4,A841,AV.CENTRAL CENTRO (TUXTLA),AV CENTRAL PTE,Santo Domingo,Tuxtla Gutiérrez,Chiapas,Tuxtla Gutiérrez,29000,-25.0,-28.3,4.5,Enero,16.753801,-93.115959
Devlyn,Sur,Distrito 6,A785,PLAZA VALLE ORIZABA,AV CIRCUMBALACION,Lago del Ángel Residencial,Orizaba,Veracruz de Ignacio de la Llave,Orizaba,94330,4.8,19.4,-12.2,Enero,18.8497366,-97.1060062
Devlyn,Noroeste,Distrito 5,A857,GRAN TERRAZA OBLATOS,AV CIRCUNVALACION,Oblatos,Guadalajara,Jalisco,Guadalajara,44700,17.2,9.3,7.2,Enero,20.691489722809184,-103.30897729526724
Devlyn,Centro,Distrito 3,A765,PARQUE LINDAVISTA,AV COLECTORES 13,Magdalena de las Salinas,Gustavo A. Madero,Ciudad de México,Ciudad de México,07760,-28.2,-8.5,-21.5,Enero,19.4326296,-99.1331785
Devlyn,Centro,Distrito 3,B443,PARQUE LINDAVISTA II,AV COLECTORES 13,Magdalena de las Salinas,Gustavo A. Madero,Ciudad de México,Ciudad de México,07760,-25.4,44.6,-48.4,Enero,19.4326296,-99.1331785
Devlyn,Noroeste,Distrito 2,B052,PARRAL CENTRO,AV COLEGIO,Hidalgo del Parral Centro,Hidalgo del Parral,Chihuahua,Hidalgo del Parral,33800,157.6,63.9,57.2,Enero,27.11538475,-105.76428799772901
Devlyn,Noreste,Distrito 3,A903,SENDERO APODACA,AV CONCORDIA,Los Ébanos,Apodaca,Nuevo León,Ciudad Apodaca,66612,0.0,8.7,-8.0,Enero,25.7816542,-100.1887501
Devlyn,Noroeste,Distrito 1,A962,CONSTITUCION CENTRO TIJUANA,AV CONSTITUCION,Zona Centro,Tijuana,Baja California,Tijuana,22000,-23.5,-23.2,-0.3,Enero,32.52651505071543,-117.03753519356427
Devlyn,Noreste,Distrito 4,B175,SENDERO MATAMOROS,AV CONSTITUYENTES,Santa Cruz,Matamoros,Tamaulipas,Heroica Matamoros,87315,45.9,16.9,24.8,Enero,25.8810158,-97.5064866
Devlyn,Centro,Distrito 4,B764,PUNTO LA VICTORIA,AV CONSTITUYENTES ORIENTE,Observatorio,Querétaro,Querétaro,Santiago de Querétaro,76040,-11.5,-6.9,-5.0,Enero,20.586663147715093,-100.37819126715699
Devlyn,Sur,Distrito 3,A735,ZENTRALIA CD DEL CARMEN,AV CORREGIDORA,FOVISSSTE,Carmen,Campeche,Ciudad del Carmen,24199,-0.6,-1.7,1.2,Enero,18.651739,-91.81492
Coppel,Sur,Distrito 3,A572,COPPEL AVIACION (CD DEL CARMEN),AV CORREGIDORA S/N,Ciudad del Carmen (Ciudad del Carmen),Carmen,Campeche,Ciudad del Carmen,24119,-69.5,-60.0,-23.7,Enero,18.65524757351413,-91.81062898280072
Devlyn,Metropolitana,Distrito 4,A713,GALERIAS DIANA,AV COSTERA MIGUEL ALEMAN,Magallanes,Acapulco de Juárez,Guerrero,Acapulco de Juárez,39670,,,,Enero,16.861436916561097,-99.8779215250899
Devlyn,Centro,Distrito 3,B737,PARQUE DELTA III,AV CUAHUTEMOC,Narvarte Poniente,Benito Juárez,Ciudad de México,Ciudad de México,03020,111.0,65.6,27.4,Enero,19.4326296,-99.1331785
Devlyn,Centro,Distrito 3,A880,DELTA CUAUHTEMOC,AV CUAUHTEMOC,Piedad Narvarte,Benito Juárez,Ciudad de México,Ciudad de México,03000,0.1,-1.2,1.2,Enero,19.402859699632184,-99.1555599092747
Devlyn,Noroeste,Distrito 4,A747,GALERIAS MAZATLAN,AV DE LA MARINA,Puerta al Mar,Mazatlán,Sinaloa,Mazatlán,82103,-1.0,-9.9,9.9,Enero,23.2035785,-106.4208391
Devlyn,Noroeste,Distrito 2,A873,CD JUAREZ CC LAS TORRES,AV DE LAS TORRES,Cerradas San Mateo,Juárez,Chihuahua,Juárez,32575,2.5,-13.6,18.6,Enero,31.7372575,-106.485655
Devlyn,Noroeste,Distrito 5,B431,TEPIC SORIANA LA CIGARRERA,AV DE LOS INSURGENTES,Los Llanitos,Tepic,Nayarit,Tepic,63170,-40.8,-21.8,-24.2,Enero,21.492513178967076,-104.88075987457665
Sears,Noroeste,Distrito 4,B312,SEARS MAZATLAN,AV DEL DELFIN,Mar de Cortes,Mazatlán,Sinaloa,Mazatlán,82130,-22.0,-38.6,27.0,Enero,23.2035785,-106.4208391
Devlyn,Metropolitana,Distrito 3,B056,GRAN SUR I,AV DEL IMAN,Pedregal de Carrasco,Coyoacán,Ciudad de México,Ciudad de México,04700,-4.7,5.2,-9.4,Enero,19.308504051863327,-99.17852733059536
Devlyn,Centro,Distrito 3,B897,ENCUENTRO OCEANIA,AV DEL PEÑON,Moctezuma 2a Sección,Venustiano Carranza,Ciudad de México,Ciudad de México,15530,8.5,15.3,-5.9,Enero,19.439856952393658,-99.09081495175084
Devlyn,Centro,Distrito 1,A728,EL ROSARIO TOWN CENTER,AV DEL ROSARIO,El Rosario,Azcapotzalco,Ciudad de México,Ciudad de México,02100,10.6,-22.7,43.0,Enero,19.498227737567177,-99.19343631924272
Coppel,Sur,Distrito 4,A607,COPPEL SAN CRISTOBAL DE LAS CASAS,AV DIAGONAL HERMANOS PANIAGUA,San Ramón,San Cristóbal de las Casas,Chiapas,San Cristóbal de las Casas,29240,6.1,0.0,6.1,Enero,16.735377,-92.63873
Devlyn,Sur,Distrito 4,A881,PLAZA SAN CRISTÓBAL,AV DIAGONAL HERMANOS PANIAGUA,San Ramón,San Cristóbal de las Casas,Chiapas,San Cristóbal de las Casas,29240,-1.6,12.6,-12.6,Enero,16.735377,-92.63873
Devlyn,Centro,Distrito 2,A807,IZCALLI PLAZA FIESTA,AV DOCTOR JIMENEZ CANTU,Generalísimo José María Morelos Y Pavón Sección Sur,Cuautitlán Izcalli,Estado de México,Cuautitlán Izcalli,54750,-15.6,-18.5,3.5,Enero,19.6531356,-99.2145002
Devlyn,Centro,Distrito 1,B007,PATIO CLAVERIA,AV EGIPTO,Clavería,Azcapotzalco,Ciudad de México,Ciudad de México,02080,21.5,18.2,2.8,Enero,19.463826766448815,-99.1837138090899
Devlyn,Centro,Distrito 3,A895,FORUM BUENAVISTA,AV EJE 1 NORTE MOSQUETA,Buenavista,Cuauhtémoc,Ciudad de México,Ciudad de México,06350,-9.9,5.0,-14.2,Enero,19.4326296,-99.1331785
Devlyn,Noreste,Distrito 2,B743,ALTAMA TAMPICO,AV EJERCITO MEXICANO,Primavera,Tampico,Tamaulipas,Tampico,89130,6.4,-13.2,22.5,Enero,22.27010965,-97.89486735598555
Sears,Noreste,Distrito 2,B786,SEARS ALTAMA TAMPICO,AV EJERCITO MEXICANO,Primavera,Tampico,Tamaulipas,Tampico,89130,11.0,8.1,2.6,Enero,22.27010965,-97.89486735598555
Devlyn,Noreste,Distrito 2,B413,TAMPICO SORIANA EJERCITO,AV EJERCITO MEXICANO,Tampico,Tampico,Tamaulipas,Tampico,89137,1.8,2.2,-0.5,Enero,22.2505922300892,-97.86358479810323
Devlyn,Centro,Distrito 3,B651,MIYANA POLANCO,AV EJERCITO NACIONAL,Granada,Miguel Hidalgo,Ciudad de México,Ciudad de México,11520,23.8,-5.3,30.8,Enero,19.438003523376945,-99.19349332242771
Devlyn,Noroeste,Distrito 2,A819,DEVLYN CD. JUAREZ,AV EJERCITO NACIONAL Y TECNOLOGICO,Del Márquez,Juárez,Chihuahua,Juárez,32607,-47.9,-11.1,-41.4,Enero,31.7372575,-106.485655
Devlyn,Centro,Distrito 3,A838,CHEDRAUI EDUARDO MOLINA,AV EL COYOL,Nueva Atzacoalco,Gustavo A. Madero,Ciudad de México,Ciudad de México,07420,47.9,4.5,41.6,Enero,19.4326296,-99.1331785
Sears,Centro,Distrito 6,B271,SEARS PLAZA LAS AMERICAS MORELIA,AV ENRIQUE RAMIREZ MIGUEL,Américas Britania,Morelia,Michoacán de Ocampo,Morelia,58270,-0.5,-1.8,1.3,Enero,19.6546004,-101.26237972291207
Sears,Sur,Distrito 6,B270,SEARS CENTRO (XALAPA),AV ENRIQUEZ,Xalapa Enríquez Centro,Xalapa,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,91000,20.8,8.1,11.8,Enero,19.5275159897866,-96.92146697554719
Devlyn,Sur,Distrito 6,A870,XALAPA CENTRO,AV ENRIQUEZ,Xalapa Enríquez Centro,Xalapa,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,91000,-4.8,-14.2,11.0,Enero,19.5275159897866,-96.92146697554719
Devlyn,Noroeste,Distrito 5,A777,GALERIAS VALLARTA,AV FCO MEDINA,Educación,Puerto Vallarta,Jalisco,Puerto Vallarta,48338,-9.9,4.5,-13.8,Enero,20.6407176,-105.220306
Devlyn,Noreste,Distrito 3,A774,GALERIAS MONTERREY,AV FELIPE BENAVIDES,Vista Hermosa,Monterrey,Nuevo León,Monterrey,64620,75.1,50.5,16.4,Enero,25.6802019,-100.315258
Sears,Noreste,Distrito 3,B304,SEARS MONTERREY,AV FELIPE BENAVIDES,Vista Hermosa,Monterrey,Nuevo León,Monterrey,64620,-1.4,-7.9,7.1,Enero,25.6802019,-100.315258
Sears,Sur,Distrito 6,B268,SEARS CENTRO (VERACRUZ),AV FRANCISCO CANAL,Veracruz Centro,Veracruz,Veracruz de Ignacio de la Llave,Veracruz,91700,-44.1,-45.1,1.7,Enero,19.2003429,-96.1383572
Devlyn,Noreste,Distrito 1,B234,SAMS CLUB ZACATECAS WALMART,AV FRANCISCO G SALINAS,Tahona,Zacatecas,Zacatecas,Zacatecas,98097,14.8,1.7,12.9,Enero,22.7753891,-102.5722706
Devlyn,Metropolitana,Distrito 4,B036,CHILPANCINGO II,AV FRANCISCO I MADERO,Chilpancingo de los Bravos Centro,Chilpancingo de los Bravo,Guerrero,Chilpancingo de los Bravo,39000,-8.6,-17.0,10.1,Enero,17.3919748,-99.7428629297313
Coppel,Sur,Distrito 5,A631,COPPEL MADERO (SAN ANDRES TUXTLA),AV FRANCISCO I. MADERO,San Andres Tuxtla Centro,San Andrés Tuxtla,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,95700,-32.8,-12.8,-22.9,Enero,18.4633672,-95.19831533920046
Sears,Centro,Distrito 5,B752,SEARS CELAYA TORRES LANDA,AV GALERIA TECNOLOGICO ES TORRES LANDA,Del Parque,Celaya,Guanajuato,Celaya,38010,-25.3,-52.2,56.1,Enero,20.522285099999998,-100.83077392892065
Devlyn,Noroeste,Distrito 3,A995,NAVOJOA CENTRO,AV GARCIA MORALES,Sonora Progresista,Navojoa,Sonora,Navojoa,85890,4.0,18.6,-12.3,Enero,27.0721872,-109.4438227
Devlyn,Noroeste,Distrito 4,B484,WALMART MEXICO 68 CULIACAN,AV GENERAL ALVARO OBREGON,Montebello Sección Dalí,Culiacán,Sinaloa,Culiacán Rosales,80227,31.3,19.1,10.2,Enero,24.7978965,-107.393395
Devlyn,Sur,Distrito 1,A848,CAMPECHE CHEDRAUI,AV GOBERNADORES,La Paz,Campeche,Campeche,San Francisco de Campeche,24050,-31.1,-4.7,-27.7,Enero,19.8381215,-90.5198253
Devlyn,Noreste,Distrito 4,B425,DEVLYN SORIANA MATAMOROS,AV GRAL. LAURO VILLAR,Villas del Río,Matamoros,Tamaulipas,Heroica Matamoros,87400,9.7,24.3,-11.8,Enero,25.8810158,-97.5064866
Devlyn,Metropolitana,Distrito 5,A817,TOLUCA PLAZA LAS AMERICAS,AV GUADALUPE VICTORIA S/N,San Miguel,Metepec,Estado de México,Metepec,52140,-32.8,-21.4,-14.5,Enero,19.25113375,-99.5937281303492
Devlyn,Noreste,Distrito 4,A946,NUEVO LAREDO CENTRO,AV GUERRERO,Nuevo Laredo Centro,Nuevo Laredo,Tamaulipas,Nuevo Laredo,88000,-50.8,-32.5,-27.1,Enero,27.49341745,-99.50747575
Coppel,Centro,Distrito 2,A637,COPPEL GUSTAVO BAS (ZUMPANGO),AV GUSTAVO BAZ,San Juan,Zumpango,Estado de México,Zumpango,55600,-13.7,-15.9,2.6,Enero,19.81293675,-99.08180953352705
Devlyn,Noreste,Distrito 3,A714,PLAZA CUMBRES,AV HACIENDA PEÑUELAS,Cerradas de Cumbres,Monterrey,Nuevo León,Monterrey,64349,-6.9,3.1,-9.7,Enero,25.6802019,-100.315258
Devlyn,Centro,Distrito 2,A755,C.C. LAS AMERICAS ECATEPEC,AV HANK GONZALEZ,Las Américas,Ecatepec de Morelos,Estado de México,Ecatepec de Morelos,55076,17.8,9.8,7.3,Enero,19.577086353359967,-99.02477546218452
