Formato,Zona,Distrito,Suc SAP,Sucursal,Calle,Colonia,Municipio,Estado,Ciudad,CP,var_ventas,var_ov,var_ticket,month,latitud,longitud
Devlyn,Metropolitana,Distrito 3,B002,CHEDRAUI AJUSCO,CARR PICACHO AJUSCO,Héroes de Padierna,Tlalpan,Ciudad de México,Ciudad de México,14200,11.7,17.5,-4.9,Enero,19.4326296,-99.1331785
Devlyn,Noreste,Distrito 2,B856,GRAN PATIO POZA RICA,CARR POZA RICA - CAZONES,La Rueda,Poza Rica de Hidalgo,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,93306,-10.9,1.0,-11.8,Enero,20.537657449999998,-97.44512479987276
Devlyn,Noreste,Distrito 2,B415,TAMPICO SORIANA  AEROPUERTO,CARR TAMPICO-MANTE,Francisco Javier Mina,Tampico,Tamaulipas,Tampico,89318,-24.0,-29.8,8.3,Enero,22.27010965,-97.89486735598555
Devlyn,Sur,Distrito 4,A906,PLAZA TAPACHULA,CARR TAPACHULA PUERTO MADERO KM 2.5,Ecológico las Hortensias,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,Chiapas,Tapachula de Córdova y Ordóñez,30797,30.6,5.1,24.3,Enero,14.9042905,-92.2609265
Coppel,Metropolitana,Distrito 5,A678,COPPEL PLAZA SANTIN,CARR TOLUCA,Barrio San Gabriel,Toluca,Estado de México,Toluca de Lerdo,50200,-25.4,-38.4,21.0,Enero,19.292545,-99.6569007
Devlyn,Sur,Distrito 5,A824,MINATITLAN PLAZA CRISTAL,CARR TRANSISMICA,Rosalinda,Minatitlán,Veracruz de Ignacio de la Llave,Minatitlán,96710,31.7,10.9,18.8,Enero,17.992773,-94.5567103
Devlyn,Sur,Distrito 5,B741,LA FLORIDA ACAYUCAN,CARR TRANSISMICA OLUTA - ACAYUCAN KM 62 + 480,Oluta,Oluta,Veracruz de Ignacio de la Llave,Oluta,96160,38.5,50.8,-8.2,Enero,17.895933749999998,-94.90486831025073
Coppel,Noroeste,Distrito 1,A584,COPPEL PLAZA LAS PALMERAS,CARR TRANSPENINSULAR,Nuevo Reforma II,Ensenada,Baja California,Ensenada,22812,67.3,59.3,5.0,Enero,31.8658887,-116.602983
Devlyn,Noroeste,Distrito 3,B777,WALMART SAN LUCAS,CARR TRANSPENINSULAR SAN LUCAS LA PAZKM2.5,Cabo San Lucas Country Club,Los Cabos,Baja California Sur,Cabo San Lucas,23463,32.8,51.3,-12.2,Enero,22.8938884,-109.92006
Devlyn,Sur,Distrito 4,B855,AMBAR FASHION MALL,CARR TUXTLA-CHIAPA DE CORZO,El Retiro,Tuxtla Gutiérrez,Chiapas,Tuxtla Gutiérrez,29040,-3.6,-25.7,29.8,Enero,16.753801,-93.115959
Coppel,Centro,Distrito 2,A681,COPPEL PLAZA ZUMPANGO,CARR ZUMPANGO-LOS REYES ACOZAC,Buenavista,Zumpango,Estado de México,Zumpango,55635,-19.5,-21.4,2.4,Enero,19.81293675,-99.08180953352705
Devlyn,Centro,Distrito 2,A940,PLAZA ZUMPANGO,CARR ZUMPANGO-LOS REYES ACOZAC,Villas 2000,Zumpango,Estado de México,Zumpango,55607,-28.8,-27.4,-1.9,Enero,19.81293675,-99.08180953352705
Devlyn,Metropolitana,Distrito 2,B873,EXPLANADA PUEBLA,CASA BLANCA SAN FCO OCOTLAN,Residencial De Jesús,San Pedro Cholula,Puebla,San Pedro Cholula,72760,-12.9,2.0,-14.5,Enero,19.0724114,-98.32236707919591
Devlyn,Centro,Distrito 1,A703,SATELITE I,CIRC C. COMERCIAL,Club Cuicacalli,Naucalpan de Juárez,Estado de México,Naucalpan de Juárez,53100,20.9,3.8,16.4,Enero,19.4788356,-99.2327986
Devlyn,Centro,Distrito 1,A304,SATELITE II,CIRC C. COMERCIAL,Club Cuicacalli,Naucalpan de Juárez,Estado de México,Naucalpan de Juárez,53100,-9.4,-18.0,10.4,Enero,19.4788356,-99.2327986
Devlyn,Centro,Distrito 1,B099,PLAZA SATELITE III,CIRC CENTRO COMERCIAL,Club Cuicacalli,Naucalpan de Juárez,Estado de México,Naucalpan de Juárez,53100,23.7,23.0,0.6,Enero,19.4788356,-99.2327986
Devlyn,Metropolitana,Distrito 5,A783,GALERIAS TOLUCA,CIRC PASEO TOLLOCAN,Villas de Santa Ana III,Toluca,Estado de México,Toluca de Lerdo,50160,8.8,-0.4,9.3,Enero,19.292545,-99.6569007
Devlyn,Metropolitana,Distrito 2,A889,PASEO TEHUACAN,CLZDA ADOLFO LOPEZ MATEOS,Aquiles Serdán,Tehuacán,Puebla,Tehuacán,75750,-2.8,-10.3,8.4,Enero,18.465801149999997,-97.39783479972402
Devlyn,Noroeste,Distrito 3,A977,GUAYMAS EL VIGIA,CLZDA AGUSTIN GARCIA LOPEZ,Mariana,Guaymas,Sonora,Heroica Guaymas,85440,5.8,16.7,-9.3,Enero,27.9216441,-110.8994059
Devlyn,Centro,Distrito 6,B010,OUTLET MORELIA,CLZDA CALZ.LA HUERTA,Ampliación Hacienda de la Huerta,Morelia,Michoacán de Ocampo,Morelia,58080,23.9,1.9,21.6,Enero,19.6546004,-101.26237972291207
Devlyn,Metropolitana,Distrito 3,A804,PLAZA FIESTA VILLA COAPA,CLZDA DEL HUESO,Los Girasoles,Coyoacán,Ciudad de México,Ciudad de México,04920,-30.1,-24.0,-8.1,Enero,19.4326296,-99.1331785
Devlyn,Metropolitana,Distrito 3,A831,CHEDRAUI COAPA,CLZDA DEL HUESO,Los Sauces,Coyoacán,Ciudad de México,Ciudad de México,04940,-45.3,-31.3,-20.4,Enero,19.4326296,-99.1331785
Devlyn,Noreste,Distrito 5,B434,TORREON SORIANA,CLZDA DIVISION DEL NORTE,La Hacienda Oriente,Torreón,Coahuila de Zaragoza,Torreón,27276,49.0,16.5,27.8,Enero,25.542698,-103.410512
Coppel,Sur,Distrito 6,A687,COPPEL CD CARDEL VERACRUZ,CLZDA EMILIANO ZAPATA,José Cardel Centro,La Antigua,Veracruz de Ignacio de la Llave,José Cardel,91680,26.0,-13.7,46.0,Enero,19.3711744,-96.3774818
Coppel,Metropolitana,Distrito 1,A610,COPPEL SANTA MARTHA,CLZDA ERMITA IZTAPALAPA,Santa Martha Acatitla,Iztapalapa,Ciudad de México,Ciudad de México,09510,-49.9,-16.7,-39.8,Enero,19.4326296,-99.1331785
Devlyn,Centro,Distrito 3,A808,PLAZA TEPEYAC,CLZDA GUADALUPE,7 de Noviembre,Gustavo A. Madero,Ciudad de México,Ciudad de México,07840,-50.8,-39.7,-18.4,Enero,19.4326296,-99.1331785
Devlyn,Metropolitana,Distrito 2,B772,PARQUE PUEBLA,CLZDA IGNACIO ZARAGOZA,Corredor Industrial La Ciénega,Puebla,Puebla,Heroica Puebla de Zaragoza,72220,6.4,11.3,-4.4,Enero,19.0437196,-98.1981486
Coppel,Metropolitana,Distrito 1,A577,COPPEL TEPALCATES (IZTAPALAPA),CLZDA IGNACIO ZARAGOZA,Juan Escutia,Iztapalapa,Ciudad de México,Ciudad de México,09100,56.2,45.5,7.4,Enero,19.4326296,-99.1331785
Devlyn,Noroeste,Distrito 4,B727,SENDERO CULIACAN,CLZDA JOSE LIMON CALZADA,Privada La Rivera,Culiacán,Sinaloa,Culiacán Rosales,80020,-6.9,-12.4,6.3,Enero,24.7978965,-107.393395
Devlyn,Centro,Distrito 1,A077,VIA VALLEJO,CLZDA VALLEJO,Industrial Vallejo,Azcapotzalco,Ciudad de México,Ciudad de México,02300,14.5,16.7,-1.9,Enero,19.4326296,-99.1331785
Devlyn,Noroeste,Distrito 5,B783,COLON II CENTRO (GDL),COLON,Guadalajara Centro,Guadalajara,Jalisco,Guadalajara,44100,-20.8,-13.6,-8.3,Enero,20.6647,-103.35233
Sears,Noreste,Distrito 5,B295,SEARS CENTRO DURANGO,CONSTITUCION,Privada del Sahuaro,Durango,Durango,Victoria de Durango,34000,21.9,34.8,-9.6,Enero,24.022008,-104.654741
Devlyn,Noroeste,Distrito 3,A919,PUNTO LA PAZ,CONSTITUYENTES 1975,La Esperanza 3,La Paz,Baja California Sur,La Paz,23090,-44.4,-9.0,-38.9,Enero,24.1619948,-110.3158532
Devlyn,Noroeste,Distrito 3,B058,SENDERO LOS CABOS,DE LAS BRISAS,Altos de Miramar,Los Cabos,Baja California Sur,Cabo San Lucas,23456,6.4,-3.0,9.7,Enero,22.8938884,-109.92006
Devlyn,Noreste,Distrito 2,B888,PLAZA CRYSTAL TUXPAN,DEMETRIO RUIZ MALERMA,Rosa Maria,Tuxpan,Veracruz de Ignacio de la Llave,Túxpam de Rodríguez Cano,92860,-9.2,-10.7,1.7,Enero,20.9518378,-97.4045371
Sears,Centro,Distrito 5,B753,SEARS CELAYA 2,EJE NORPONIENTE,Palma Real,Celaya,Guanajuato,Celaya,38080,-15.8,-2.2,-14.0,Enero,20.522285099999998,-100.83077392892065
Coppel,Centro,Distrito 5,A643,COPPEL PARQUE CELAYA,EJE NORPONIENTE,Providencia,Celaya,Guanajuato,Celaya,38020,-6.0,-26.2,27.4,Enero,20.522285099999998,-100.83077392892065
Devlyn,Centro,Distrito 5,A776,PARQUE CELAYA,EJE NORPONIENTE,Providencia,Celaya,Guanajuato,Celaya,38020,-26.9,-8.6,-20.1,Enero,20.522285099999998,-100.83077392892065
Devlyn,Centro,Distrito 5,A733,GALERIAS CELAYA,EJE NORPONIENTE,Santa Teresa,Celaya,Guanajuato,Celaya,38080,-47.5,-25.6,-29.5,Enero,20.522285099999998,-100.83077392892065
Devlyn,Noreste,Distrito 4,B412,CD ACUÑA SORIANA,EMILIO MENDOZA,Amistad,Acuña,Coahuila de Zaragoza,Ciudad Acuña,26248,-1.6,-20.2,23.4,Enero,29.338917205985794,-100.99026632376322
Devlyn,Metropolitana,Distrito 3,B938,HOSPITAL DE LA LUZ,EZEQUIEL MONTES,Tabacalera,Cuauhtémoc,Ciudad de México,Ciudad de México,06030,-18.4,-19.2,0.9,Enero,19.43526245,-99.15648095
Coppel,Metropolitana,Distrito 5,A615,COPPEL GUADALUPE VICTORIA (TENANCINGO),GUADALUPE VICTORIA SUR,La Barranca,Tenancingo,Estado de México,Tezoyuca,52400,-44.7,-36.0,-13.6,Enero,19.5902244,-98.9079359
Devlyn,Centro,Distrito 5,A974,IRAPUATO CENTRO,GUERRERO,Irapuato Centro,Irapuato,Guanajuato,Irapuato,36500,-30.1,-19.0,-13.6,Enero,20.674923394728616,-101.34752087919826
Sears,Centro,Distrito 5,B285,SEARS CENTRO (IRAPUATO),GUERRERO Y CORTAZAR,Irapuato Centro,Irapuato,Guanajuato,Irapuato,36500,-31.7,-11.5,-22.8,Enero,20.6758761,-101.3521052
Devlyn,Metropolitana,Distrito 4,B006,CUERNAVACA CENTRO II,GUTENBERG,Cuernavaca Centro,Cuernavaca,Morelos,Cuernavaca,62000,-38.3,-3.4,-36.2,Enero,18.93313205,-99.25995794657074
Devlyn,Centro,Distrito 1,B905,OUTLET PUNTA NORTE,HDA DE SIERRA VIEJA,Torres Algibe,Cuautitlán Izcalli,Estado de México,Cuautitlán Izcalli,54769,75.3,73.4,1.1,Enero,19.6531356,-99.2145002
Devlyn,Noreste,Distrito 3,B787,PLAZOLETA GARCIA,HEBERTO CASTILLO MARTINEZ,Las Villas,García,Nuevo León,García,66004,61.0,4.8,53.6,Enero,25.8054661,-100.63964675280096
Coppel,Noreste,Distrito 2,A539,Coppel Centro Cd Valles,HIDALGO,Ciudad Valles Centro,Ciudad Valles,San Luis Potosí,Ciudad Valles,79000,18.0,15.1,2.6,Enero,21.9861759,-99.01909357941776
Coppel,Noroeste,Distrito 5,A613,COPPEL IXTLAN DEL RIO,HIDALGO,Ixtlán Del Río Centro,Ixtlán del Río,Nayarit,Ixtlán del Río,63950,9.8,-2.2,12.4,Enero,21.02905655,-104.32773695848007
Coppel,Centro,Distrito 5,A654,COPPEL HIDALGO (PENJAMO),HIDALGO,Pénjamo Centro,Pénjamo,Guanajuato,Pénjamo,36900,-9.8,3.8,-13.1,Enero,20.4302462,-101.7235598
Devlyn,Centro,Distrito 4,B469,TULANCINGO CENTRO,HIDALGO,Tulancingo Centro,Tulancingo de Bravo,Hidalgo,Tulancingo,43600,-12.0,28.8,-31.7,Enero,20.0839585,-98.3635381
Devlyn,Metropolitana,Distrito 4,A798,ACAPULCO CENTRO,IGNACIO DE LA LLAVE,Pozo de La Nación,Acapulco de Juárez,Guerrero,Acapulco de Juárez,39300,-55.3,-45.1,-18.6,Enero,16.846883106918348,-99.90787700473304
Devlyn,Centro,Distrito 3,B939,PARQUE TEPEYAC,ING EDUARDO MOLINA,Granjas Modernas,Gustavo A. Madero,Ciudad de México,Ciudad de México,07460,45.6,26.6,14.9,Enero,19.4326296,-99.1331785
Coppel,Noreste,Distrito 2,A596,COPPEL LAS ADELITAS (CD VICTORIA),JESUS ELIAS PIÑA,Naciones Unidas,Victoria,Tamaulipas,Ciudad Victoria,87049,36.4,10.0,24.0,Enero,23.7389846,-99.1441352
Coppel,Noreste,Distrito 4,A595,COPPEL PLAZA FIES,JIMENEZ,Las Fuentes,Piedras Negras,Coahuila de Zaragoza,Piedras Negras,26010,-3.8,0.0,-3.8,Enero,28.704596,-100.5167137
Devlyn,Centro,Distrito 1,A931,DEVLYN CUAJIMALPA,JOSE MA CASTORENA,Cuajimalpa,Cuajimalpa de Morelos,Ciudad de México,Ciudad de México,05000,-6.3,-20.0,17.2,Enero,19.4326296,-99.1331785
Coppel,Noreste,Distrito 2,A683,COPPEL MORELOS CD VICTORIA,JOSE MARIA MORELOS,Los Fresnos,Victoria,Tamaulipas,Ciudad Victoria,87000,-21.4,-25.4,5.3,Enero,23.7389846,-99.1441352
Devlyn,Noreste,Distrito 2,B887,HIPER LAS PALMAS CD VICTORIA,JUAN B TIJERINA,Las Palmas,Victoria,Tamaulipas,Ciudad Victoria,87140,-33.4,-27.4,-8.2,Enero,23.7389846,-99.1441352
Coppel,Centro,Distrito 5,A573,COPPEL JUAREZ (CORTAZAR),JUAREZ,Cortazar Centro,Cortazar,Guanajuato,Cortazar,38300,-0.1,-31.2,45.2,Enero,20.488459012326793,-100.96296293201398
Coppel,Sur,Distrito 3,A614,COPPEL JUAREZ (HUIMANGUILLO),JUAREZ,Pedro C Colorado,Huimanguillo,Tabasco,Huimanguillo,86400,-44.3,-34.7,-14.6,Enero,17.7620967,-93.66344080511583
Devlyn,Centro,Distrito 5,B044,SALAMANCA CENTRO,JUAREZ,Salamanca Centro,Salamanca,Guanajuato,Salamanca,36700,-5.8,3.4,-8.9,Enero,20.6511359,-101.16676697826568
Coppel,Centro,Distrito 6,A659,COPPEL ALHONDIGA (GUANAJUATO),JUÁREZ,Guanajuato Centro,Guanajuato,Guanajuato,Guanajuato,36000,-24.3,-25.4,1.4,Enero,20.726677433599342,-101.95132989850931
Coppel,Sur,Distrito 3,A646,COPPEL MACUSPANA,LERDO DE TEJADA,Nicolás Bravo,Macuspana,Tabasco,Macuspana,86700,-1.7,2.6,-4.2,Enero,17.8556822,-92.4223905822218
Devlyn,Noreste,Distrito 5,A740,TORREON GALERIAS LA LAGUNA,LIBRAMIENTO DE TORREON,Residencial los Fresnos,Torreón,Coahuila de Zaragoza,Torreón,27018,-20.8,-12.9,-9.0,Enero,25.542698,-103.410512
Devlyn,Noreste,Distrito 1,A967,AGUASCALIENTES MADERO,MADERO,Aguascalientes Centro,Aguascalientes,Aguascalientes,Aguascalientes,20000,-3.4,4.8,-7.9,Enero,21.880487,-102.2967195
Coppel,Centro,Distrito 5,A636,COPPEL MICHOACAN (DOLORES HIDALGO),MICHOACAN,Centro Dolores Hidalgo,Dolores Hidalgo Cuna de la Independencia Nacional,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,37800,44.6,18.5,22.1,Enero,21.157007590543014,-100.9347539960722
Coppel,Centro,Distrito 5,A676,COPPEL HIDALGO (CUERAMARO),MIGUEL HIDALGO,El Tigre,Cuerámaro,Guanajuato,Cuerámaro,36960,18.4,23.7,-4.3,Enero,20.627053200974867,-101.67385375629893
Devlyn,Metropolitana,Distrito 5,B874,TOWN SQUARE METEPEC,MIGUEL HIDALGO,Rancho la Providencia,Metepec,Estado de México,Metepec,52177,45.4,38.9,4.7,Enero,19.25113375,-99.5937281303492
Devlyn,Metropolitana,Distrito 4,B057,AV. HIDALGO CENTRO TAXCO,MIGUEL HIDALGO,Taxco de Alarcón Centro,Taxco de Alarcón,Guerrero,Taxco de Alarcón,40200,-22.7,-17.3,-6.5,Enero,18.5565446,-99.6052838
Devlyn,E-commerce Devlyn,Distrito 0,B121,OPTICA DEVLYN ON LINE,NORTE 45,Industrial Vallejo,Azcapotzalco,Ciudad de México,Ciudad de México,02300,-14.3,0.8,-15.0,Enero,19.4963557,-99.1597679
Devlyn,Metropolitana,Distrito 3,A737,GALERIAS INSURGENTES,PARROQUIA,Insurgentes San Borja,Benito Juárez,Ciudad de México,Ciudad de México,03100,11.4,17.4,-5.1,Enero,19.387198750000003,-99.17683147956211
Devlyn,Centro,Distrito 5,B487,WALMART SUPERCENTER IRAPUATO,PASEO IRAPUATO,Santa María 2a Sección,Irapuato,Guanajuato,Irapuato,36640,175.8,100.0,37.9,Enero,20.6758761,-101.3521052
Sears,Noroeste,Distrito 5,B751,SEARS COLIMA 3ER ANILLO PER,PERIF 3ER ANILLO PERIFERICO,Hacienda Real,Colima,Colima,Colima,28018,12.5,8.3,3.9,Enero,19.2433991,-103.7280738
Coppel,Sur,Distrito 3,A589,COPPEL CARDENAS (TABASCO),PERIF CARLOS MOLINA,Cárdenas Centro,Cárdenas,Tabasco,Cárdenas,86500,3.0,10.7,-7.0,Enero,18.169369500000002,-93.70522924168885
Devlyn,Sur,Distrito 3,A786,ALTABRISA TABASCO,PERIF CARLOS PELLICER CAMARA,Primero de Mayo,Centro,Tabasco,Villahermosa,86190,-0.9,-6.9,6.4,Enero,17.9884657,-92.9366326
Sears,Sur,Distrito 3,B291,SEARS ALTABRISA TABASCO,PERIF CARLOS PELLICER CAMARA,Primero de Mayo,Centro,Tabasco,Villahermosa,86190,-2.7,1.6,-4.2,Enero,17.9884657,-92.9366326
Devlyn,Metropolitana,Distrito 4,B047,GALERIA TAMARINDOS,PERIF OTE,Iguala de La Independencia Centro,Iguala de la Independencia,Guerrero,Iguala de la Independencia,40000,-12.9,-28.8,22.3,Enero,18.3466358,-99.5376944
Devlyn,Metropolitana,Distrito 1,B771,LAS ANTENAS,PERIF PERIFERICO,La Esperanza,Iztapalapa,Ciudad de México,Ciudad de México,09910,56.0,21.3,28.6,Enero,19.3143977,-99.0765005
Devlyn,Noroeste,Distrito 2,A738,CHIH. PLAZA. DEL SOL,PERIF PERIFERICO DE LA JUVENTUD,Plaza del Sol,Chihuahua,Chihuahua,Chihuahua,31207,-10.3,-23.3,16.9,Enero,28.6368669,-106.076745
Sears,Noroeste,Distrito 2,B296,SEARS PZA DEL SOL CHIH.,PERIF PERIFERICO DE LA JUVENTUD,Quintas del Sol,Chihuahua,Chihuahua,Chihuahua,31214,16.3,22.0,-4.6,Enero,28.6368669,-106.076745
Devlyn,Noroeste,Distrito 5,A885,GUADALAJARA CENTRO SUR,PERIF PERIFERICO SUR,Tulipanes,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,45601,-4.8,-6.3,1.5,Enero,20.6397718,-103.3120428
Devlyn,Noroeste,Distrito 3,A944,HERMOSILLO SAHUARO,PERIF PONIENTE,Pimentel,Hermosillo,Sonora,Hermosillo,83188,7.0,6.0,1.0,Enero,29.0948207,-110.9692202
Sears,Noreste,Distrito 5,B297,TORREON SEARS GALERIAS LA LAGUNA,PERIF RAUL LOPEZ SANCHEZ,Residencial el Fresno,Torreón,Coahuila de Zaragoza,Torreón,27018,32.8,20.7,10.0,Enero,25.542698,-103.410512
Devlyn,Metropolitana,Distrito 3,A317,CENTRO COMERCIAL PERISUR,PERIF SUR,Jardines del Pedregal de San Ángel,Coyoacán,Ciudad de México,Ciudad de México,04500,11.8,5.4,6.1,Enero,19.302660965305087,-99.18838708021454
Devlyn,Noreste,Distrito 4,A882,REYNOSA PERIFÉRICO,PERIFERICO CRUCE LIBRAMIENTO SUR,Granjas Económicas del Norte,Reynosa,Tamaulipas,Reynosa,88730,-22.0,-11.5,-11.9,Enero,26.0907673,-98.2788191
Coppel,Centro,Distrito 6,A630,COPPEL PINO SUAREZ (SILAO),PINO SUÁREZ,Silao Centro,Silao de la Victoria,Guanajuato,Silao,36100,-27.5,15.2,-37.1,Enero,20.94601182835769,-101.42791705368097
Devlyn,Centro,Distrito 6,B033,PLAZA BICENTENARIO CENTRO (L. MORENO),PLAZA CENTENARIO HIDALGO,Lagos de Moreno Centro,Lagos de Moreno,Jalisco,Lagos de Moreno,47400,24.7,3.9,20.0,Enero,21.533030099999998,-101.81995710355704
Devlyn,Noreste,Distrito 1,A912,ADANA AGUASCALIENTES,PREDIO SOLAR URBANO,Haciendas de Aguascalientes,Aguascalientes,Aguascalientes,Aguascalientes,20196,15.8,-2.6,19.0,Enero,21.880487,-102.2967195
Devlyn,Sur,Distrito 3,A865,DEVLYN LAS AMERICAS (VHSA),PROFESOR RAMON MENDOZA,José María Pino Suárez,Centro,Tabasco,Villahermosa,86029,-2.0,-10.4,9.4,Enero,17.9884657,-92.9366326
Coppel,Metropolitana,Distrito 1,A579,COPPEL PLAZA LA MORENA (TEXCOCO),PROL 16 DE SEPTIEMBRE,Texcoco de Mora Centro,Texcoco,Estado de México,Texcoco de Mora,56100,5.0,2.1,2.8,Enero,19.5144327,-98.8821254
Devlyn,Centro,Distrito 1,A708,PABELLON BOSQUES,PROL BOSQUES DE REFORMA,Lomas de Vista Hermosa,Cuajimalpa de Morelos,Ciudad de México,Ciudad de México,05100,3.2,4.8,-1.6,Enero,19.377169917863416,-99.25975967841131
Coppel,Centro,Distrito 5,A695,COPPEL CODO SAN MIGUEL ALLENDE,PROL CODO,San Miguel de Allende Centro,San Miguel de Allende,Guanajuato,San Miguel de Allende,37700,39.0,96.8,-29.4,Enero,20.9130501,-100.73566002666199
Devlyn,Sur,Distrito 6,A805,VERACRUZ PLAZA CRISTAL,PROL DIAZ MIRON,Del Maestro,Veracruz,Veracruz de Ignacio de la Llave,Veracruz,91920,-12.8,-7.2,-6.0,Enero,19.2003429,-96.1383572
Devlyn,Centro,Distrito 4,B031,AV. JUAREZ CENTRO (QUERETARO),PROL JUAREZ NORTE,Centro,Querétaro,Querétaro,Santiago de Querétaro,76000,-16.4,-12.7,-4.2,Enero,20.5922997,-100.3917424
Devlyn,Sur,Distrito 4,B181,DEVLYN PLAZA CHEDRAUI II,PROL LAS PALOMAS 4TA SUR,Cantarranas,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,Chiapas,Tapachula de Córdova y Ordóñez,30797,8.4,20.3,-9.9,Enero,14.9042905,-92.2609265
Devlyn,Noreste,Distrito 1,A951,MORELOS CENTRO (S.L.P),PROL MORELOS,San Luis Potosí Centro,San Luis Potosí,San Luis Potosí,San Luis Potosí,78000,14.5,-1.8,16.6,Enero,22.1516472,-100.9763993
Devlyn,Sur,Distrito 3,A724,DEVLYN TABASCO 2000 (VHSA),PROL PASEO TABASCO,Real de Minas,Centro,Tabasco,Villahermosa,86035,18.0,25.2,-5.8,Enero,17.9884657,-92.9366326
Devlyn,Sur,Distrito 3,A811,DEVLYN CHEDRAUI CRYSTAL (VHSA),QUINTIN ARAUZ,Primero de Mayo,Centro,Tabasco,Villahermosa,86190,-57.3,-35.9,-33.4,Enero,17.978457249999998,-92.9347626
Devlyn,Metropolitana,Distrito 3,B818,MITIKAH,REAL MAYORAZGO,Xoco,Benito Juárez,Ciudad de México,Ciudad de México,03330,24.0,-8.1,34.8,Enero,19.361452498106505,-99.16992289587209
Devlyn,Noreste,Distrito 3,B879,PUNTO VALLE MTY,RIO MISSOURI,Jardines Del Valle,San Pedro Garza García,Nuevo León,San Pedro Garza García,66220,-25.4,-31.3,8.6,Enero,25.65271255,-100.37223790945575
Coppel,Noreste,Distrito 2,A527,COPPEL DIAZ MIRON TAMPICO,SALVADOR DIAZ MIRON,Tampico Centro,Tampico,Tamaulipas,Tampico,89000,8.3,-18.4,32.7,Enero,22.27010965,-97.89486735598555
Sears,Noreste,Distrito 2,B265,TAMPICO SEARS,SALVADOR DIAZ MIRON,Tampico Centro,Tampico,Tamaulipas,Tampico,89000,15.7,-19.3,43.3,Enero,22.27010965,-97.89486735598555
Coppel,Centro,Distrito 5,A612,COPPEL SANCHEZ TORRADO (SALAMANCA),SANCHEZ TORRADO,Salamanca Centro,Salamanca,Guanajuato,Salamanca,36700,18.3,-15.6,40.3,Enero,20.574300422499697,-101.19930414951185
Devlyn,Noreste,Distrito 1,B041,ZACATECAS CENTRO II,TACUBA,Zacatecas Centro,Zacatecas,Zacatecas,Zacatecas,98000,-14.4,-24.4,13.3,Enero,22.7753891,-102.5722706
Devlyn,Noreste,Distrito 2,B409,SORIANA CIUDAD MANTE,VICENTE GUERRERO,Ciudad Mante Centro,El Mante,Tamaulipas,Ciudad Mante,89800,30.2,6.3,22.6,Enero,22.7411278,-98.9714093
Devlyn,Noreste,Distrito 4,A991,PIEDRAS NEGRAS CENTRO,ZARAGOZA,Piedras Negras Centro,Piedras Negras,Coahuila de Zaragoza,Piedras Negras,26000,1.4,-1.5,3.0,Enero,28.704596,-100.5167137
Total General,Total General,Total General,Total General,Total General,Total General,Total General,Total General,Total General,,Total General,-1.1,-5.0,4.1,Enero,,
