Formato,Zona,Distrito,Suc SAP,Sucursal,Calle,Colonia,Municipio,Estado,Ciudad,CP,var_ventas,var_ov,var_ticket,month,latitud,longitud
Devlyn,Noroeste,Distrito 2,A818,CD. JUAREZ RIO GRANDE,AV PASEO TRIUNFO DE LA REPUBLICA,Ricardo Montoya,Juárez,Chihuahua,Juárez,32310,3.7,7.5,-3.5,Febrero,31.7372575,-106.485655
Coppel,Sur,Distrito 1,A665,COPPEL BLVD PATRICIO TRUEBA CAMPECHE,AV PATRICIO TRUEBA,Rinconada Samula,Campeche,Campeche,San Francisco de Campeche,24090,-6.5,-12.8,7.2,Febrero,19.8381215,-90.5198253
Devlyn,Noreste,Distrito 4,A830,MATAMOROS PLAZA,AV PEDRO CARDENAS,Villa Madrid,Matamoros,Tamaulipas,Heroica Matamoros,87390,-6.6,-7.8,1.3,Febrero,25.8810158,-97.5064866
Devlyn,Noroeste,Distrito 1,B797,ENSENADA MACROPLAZA DEL MAR,AV PEDRO LOYOLA,FOVISSSTE 4a Sección,Ensenada,Baja California,Ensenada,22830,7.4,1.9,5.4,Febrero,31.8658887,-116.602983
Devlyn,Sur,Distrito 1,A746,GALERIAS CAMPECHE,AV PEDRO SAINZ DE BARANDA,Ah-kim-pech,Campeche,Campeche,San Francisco de Campeche,24014,6.8,-13.0,22.7,Febrero,19.8381215,-90.5198253
Coppel,Metropolitana,Distrito 1,A624,COPPEL PENON (CHIMALHUACAN),AV PEÑON,Alfareros,Chimalhuacán,Estado de México,Chimalhuacán,56363,-16.5,-10.5,-6.7,Febrero,19.41775105,-98.95751685948807
Devlyn,Sur,Distrito 3,A749,CIUDAD DEL CARMEN,AV PERIFERICA NORTE S/N,Camaroneros,Carmen,Campeche,Ciudad del Carmen,24169,-23.7,4.1,-26.7,Febrero,18.651739,-91.81492
Devlyn,Noroeste,Distrito 3,B037,DEVLYN PLAZA PATIO,AV PERIFERICO ORIENTE,Piedra Bola (Pedregal de la Villa),Hermosillo,Sonora,Hermosillo,83290,-9.3,-1.8,-7.7,Febrero,29.0948207,-110.9692202
Devlyn,Noreste,Distrito 1,B410,FRESNILLO SORIANA ZACATECAS,AV PLATEROS,Barrio Alto,Fresnillo,Zacatecas,Fresnillo,99070,-7.1,-14.2,8.3,Febrero,23.1811278,-102.8729073
Devlyn,Sur,Distrito 4,A840,SAN CRISTOBAL DE LAS CASAS CENTRO,AV PLAZA 31 DE MARZO PORTAL ORIENTE,San Cristóbal de las Casas Centro,San Cristóbal de las Casas,Chiapas,San Cristóbal de las Casas,29200,14.8,-8.9,26.0,Febrero,16.735377,-92.63873
Devlyn,Centro,Distrito 3,B027,CHEDRAUI NEZA NORTE,AV PLAZAS DE ARAGON,Plazas de Aragón,Nezahualcóyotl,Estado de México,Ciudad Nezahualcóyotl,57139,-27.8,-17.1,-12.8,Febrero,19.4079028,-99.0181547
Devlyn,Metropolitana,Distrito 5,A820,TOLUCA PORTALES,AV PORTAL 20 DE NOVIEMBRE,Toluca De Lerdo Centro,Toluca,Estado de México,Toluca de Lerdo,50000,-1.7,0.9,-2.5,Febrero,19.292545,-99.6569007
Sears,Noreste,Distrito 1,B282,SEARS TANGAMANGA (S.L.P),AV PROL SANTOS DEGOLLADO,Tangamanga,San Luis Potosí,San Luis Potosí,San Luis Potosí,78269,12.2,23.1,-8.8,Febrero,22.1516472,-100.9763993
Devlyn,Metropolitana,Distrito 5,A729,GRAN PATIO SANTA FE,AV PROLONGACIÓN PASEO DE LA REFORMA,Santa Fe,Álvaro Obregón,Ciudad de México,Ciudad de México,01210,5.4,-10.6,17.9,Febrero,19.3702284,-99.2661564
Coppel,Metropolitana,Distrito 1,A670,COPPEL PUERTO (CHIMALHUACAN),AV PUERTO BORDO XOCHIACA,Xaltipac,Chimalhuacán,Estado de México,Chimalhuacán,56346,17.1,14.0,2.8,Febrero,19.41775105,-98.95751685948807
Devlyn,Noroeste,Distrito 4,A510,MEGA MAZATLAN,AV RAFAEL BUELNA,Hacienda Las Cruces,Mazatlán,Sinaloa,Mazatlán,82126,-49.1,-32.6,-24.4,Febrero,23.246365901874864,-106.43602745122055
Coppel,Sur,Distrito 6,A557,COPPEL LOS PINOS (VERACRUZ),AV RAFAEL CUERVO,Playa Linda,Veracruz,Veracruz de Ignacio de la Llave,Veracruz,91810,-15.2,8.7,-22.0,Febrero,19.215141517752905,-96.18211657430896
Devlyn,Noroeste,Distrito 5,A315,GALERIAS GUADALAJARA,AV RAFAEL SANZIO,Prados de Guadalupe,Zapopan,Jalisco,Zapopan,45030,27.6,7.6,18.6,Febrero,20.7211203,-103.3913671
Coppel,Noroeste,Distrito 2,A542,COPPEL ZARAGOZA CD JUAREZ,AV RAMON RAYON,Parque Industrial Independencia,Juárez,Chihuahua,Juárez,32575,-34.6,-23.6,-14.4,Febrero,31.7372575,-106.485655
Devlyn,Metropolitana,Distrito 5,A989,IXTLAHUACA CENTRO,AV RAYON,Profedix Ii,Ixtlahuaca,Estado de México,Sin Ciudad,50740,-38.7,-32.7,-9.0,Febrero,,
Devlyn,Noreste,Distrito 3,A722,MTY. PLAZA FIESTA SAN AGUSTIN,AV REAL SAN AGUSTIN,Hacienda de La Sierra,San Pedro Garza García,Nuevo León,San Pedro Garza García,66260,-12.2,-26.1,18.7,Febrero,25.65271255,-100.37223790945575
Devlyn,Noreste,Distrito 4,B423,NUEVO LAREDO SORIANA,AV REFORMA,Campestre,Nuevo Laredo,Tamaulipas,Nuevo Laredo,88278,-40.6,-17.1,-28.3,Febrero,27.46205560807823,-99.51210105992999
Devlyn,Metropolitana,Distrito 2,A964,PUEBLA REFORMA CENTRO,AV REFORMA,Centro,Puebla,Puebla,Heroica Puebla de Zaragoza,72000,6.6,10.8,-3.8,Febrero,19.046753101185622,-98.20318019958725
Devlyn,Noreste,Distrito 4,B040,PASEO REFORMA NUEVO LAREDO,AV REFORMA,Las Alamedas,Nuevo Laredo,Tamaulipas,Nuevo Laredo,88275,17.2,1.0,16.0,Febrero,27.4930246,-99.507425
Devlyn,Noroeste,Distrito 1,A869,ENSENADA BAHIA,AV REFORMA,Playa de Ensenada,Ensenada,Baja California,Ensenada,22880,-34.6,-30.0,-6.6,Febrero,31.8658887,-116.602983
Coppel,Noreste,Distrito 1,A516,COPPEL REFORMA S.L.P,AV REFORMA,San Luis Potosí Centro,San Luis Potosí,San Luis Potosí,San Luis Potosí,78000,-42.7,12.7,-49.2,Febrero,22.1516472,-100.9763993
Devlyn,Noroeste,Distrito 4,A469,CIMACO MAZATLAN,AV REFORMA Y APOLO,Jardines de la Alameda,Mazatlán,Sinaloa,Mazatlán,82123,89.3,10.6,71.1,Febrero,23.2035785,-106.4208391
Devlyn,Metropolitana,Distrito 3,B763,PORTAL SAN ANGEL,AV REVOLUCION,Campestre,Álvaro Obregón,Ciudad de México,Ciudad de México,01040,-17.2,-20.0,3.5,Febrero,19.35401129369545,-99.19020273950834
Devlyn,Centro,Distrito 4,A855,SENDERO QUERETARO,AV REVOLUCION,El Rocio,Querétaro,Querétaro,Santiago de Querétaro,76114,45.7,20.7,20.8,Febrero,20.6188218354912,-100.43836671759868
Devlyn,Centro,Distrito 6,A890,PLAZA POZUELOS,AV REVOLUCION,Guanajuato Centro,Guanajuato,Guanajuato,Guanajuato,36000,-14.3,-16.7,2.8,Febrero,20.67736146135978,-101.34294615206993
Devlyn,Centro,Distrito 4,A813,PACHUCA PLAZA BELLA,AV REVOLUCION,Maestranza,Pachuca de Soto,Hidalgo,Pachuca de Soto,42060,-26.3,-20.2,-7.7,Febrero,20.10451,-98.78892237167076
Devlyn,Noroeste,Distrito 5,A966,GUADALAJARA CHERAUI LOMAS,AV RIO NILO,El Doradito,Tonalá,Jalisco,Tonalá,45403,77.3,16.1,52.6,Febrero,20.6241367,-103.2421263
Devlyn,Noreste,Distrito 3,A893,CITADEL,AV ROMULO GARZA,Residencial Santa Fe,San Nicolás de los Garza,Nuevo León,San Nicolás de los Garza,66477,-21.5,-26.8,7.2,Febrero,25.7558021,-100.289648
Sears,Noreste,Distrito 3,B307,SEARS STIVA MONTERREY,AV ROMULO GARZA,Residencial Santa Fe,San Nicolás de los Garza,Nuevo León,San Nicolás de los Garza,66477,-0.3,-12.6,14.1,Febrero,25.7558021,-100.289648
Devlyn,Noroeste,Distrito 1,A847,ENSENADA CENTRO,AV RUIZ,Sección Primera,Ensenada,Baja California,Ensenada,22800,27.5,12.8,13.0,Febrero,31.8658887,-116.602983
Sears,Noroeste,Distrito 1,B318,SEARS CENTRO (ENSENADA),AV RUIZ,Sección Primera,Ensenada,Baja California,Ensenada,22800,19.3,45.8,-18.2,Febrero,31.8658887,-116.602983
Devlyn,Centro,Distrito 1,A780,GALERIAS ATIZAPAN,AV RUIZ CORTINES,Lomas de Atizapán II,Atizapán de Zaragoza,Estado de México,Ciudad Adolfo López Mateos,52977,-14.5,-21.3,8.6,Febrero,19.5733975,-99.243949
Coppel,Noreste,Distrito 1,A532,COPPEL EL PASEO (S.L.P),AV SALVADOR NAVA,Valle Dorado,San Luis Potosí,San Luis Potosí,San Luis Potosí,78399,50.0,47.6,1.6,Febrero,22.1516472,-100.9763993
Coppel,Centro,Distrito 2,A556,COPPEL SAN ANTONIO (TULTITLAN),AV SAN ANTONIO,Tultitlán de Mariano Escobedo Centro,Tultitlán,Estado de México,Tultitlán de Mariano Escobedo,54900,-35.8,-25.0,-14.4,Febrero,19.635906249999998,-99.13795469946498
Devlyn,Metropolitana,Distrito 3,A795,SAN JERONIMO,AV SAN JERONIMO,Jardines del Pedregal,Álvaro Obregón,Ciudad de México,Ciudad de México,01900,-33.3,-22.4,-14.1,Febrero,19.4326296,-99.1331785
Sears,Noroeste,Distrito 5,B300,SEARS GUADALAJARA,AV SAN RAFAEL SANZIO,Prados de Guadalupe,Zapopan,Jalisco,Zapopan,45030,-7.2,-2.0,-5.2,Febrero,20.7211203,-103.3913671
Devlyn,Centro,Distrito 5,A845,PLAZA SAN ROQUE,AV SAN ROQUE,18 de Agosto,Irapuato,Guanajuato,Irapuato,36590,60.2,-12.4,82.8,Febrero,20.657104357787546,-101.3412141999263
Devlyn,Centro,Distrito 2,A916,MULTIPLAZA OJO DE AGUA,AV SANTA CRUZ OJO DE AGUA,San Pedro Atzompa,Tecámac,Estado de México,Tecámac de Felipe Villanueva,55770,31.3,2.2,28.4,Febrero,19.7115011,-98.968354
Devlyn,Noroeste,Distrito 5,A822,REAL CENTER ZAPOPAN,AV SANTA MARGARITA,San Francisco,Zapopan,Jalisco,Zapopan,45130,-15.3,-16.5,1.4,Febrero,20.73139417650999,-103.40786392230265
Devlyn,Noreste,Distrito 3,A877,PLAZA BELLA HEB SENDERO,AV SENDERO DIVISORIO,La Cantera Privada Residencial,General Escobedo,Nuevo León,Ciudad General Escobedo,66059,8.5,-14.6,27.0,Febrero,25.808517,-100.3224334
Coppel,Centro,Distrito 2,A567,COPPEL SIMON BOLIBAR (CUAUTITLA IZC.),AV SIMON BOLIVAR,Paseo de Santa María,Cuautitlán,Estado de México,Cuautitlán,54800,-30.8,-16.0,-17.6,Febrero,19.705518249999997,-99.16662568774402
Devlyn,Centro,Distrito 1,A292,PLAZA TLALNEPANTLA,AV SOR JUANA INÉS DE LA CRUZ,Plaza de las Rosas,Tlalnepantla de Baz,Estado de México,Tlalnepantla de Baz,54069,16.1,6.3,9.2,Febrero,19.546490249999998,-99.1899352247449
Devlyn,Noroeste,Distrito 2,A471,CIMACO CD JUAREZ,AV TECNOLOGICO,Del Márquez,Juárez,Chihuahua,Juárez,32607,-11.7,-4.9,-7.2,Febrero,31.7372575,-106.485655
Sears,Centro,Distrito 6,B292,SEARS MORELIA PASEOS ALTOZANO,AV TECNOLOGICO DE MONTERREY,Esmeralda,Morelia,Michoacán de Ocampo,Morelia,58350,-1.5,-39.3,62.4,Febrero,19.6546004,-101.26237972291207
Sears,Noroeste,Distrito 2,B299,SEARS MISIONES,AV TEOFILO BORUNDA,Partido Iglesias,Juárez,Chihuahua,Juárez,32528,-11.8,-29.9,25.8,Febrero,31.7372575,-106.485655
Devlyn,Noroeste,Distrito 2,A878,CD. JUÁREZ LAS MISIONES,AV TEOFILO BORUNDA,Villas de Pradera Dorada,Juárez,Chihuahua,Juárez,32618,21.8,-5.8,29.2,Febrero,31.7372575,-106.485655
Sears,Sur,Distrito 2,B294,SEARS CANCUN,AV TULUM SUR,Supermanzana 5 Centro,Benito Juárez,Quintana Roo,Cancún,77500,37.0,6.9,28.2,Febrero,21.1527467,-86.8425761
Devlyn,Sur,Distrito 2,A309,CANCUN PLAZA LAS AMERICAS,AV TULUM SUR,Supermanzana 6B,Benito Juárez,Quintana Roo,Cancún,77503,5.6,-0.7,6.3,Febrero,21.1527467,-86.8425761
Sears,Metropolitana,Distrito 2,B269,OAX. SEARS PLAZA DEL VALLE,AV UNIVERSIDAD,Candiani,Oaxaca de Juárez,Oaxaca,Oaxaca de Juárez,68130,7.4,7.5,-0.1,Febrero,17.096586799999997,-96.72078156904958
Devlyn,Metropolitana,Distrito 2,A849,OAXACA PLAZA DEL VALLE,AV UNIVERSIDAD,Candiani,Oaxaca de Juárez,Oaxaca,Oaxaca de Juárez,68130,14.3,-3.7,18.6,Febrero,17.096586799999997,-96.72078156904958
Devlyn,Metropolitana,Distrito 3,A862,PABELLON DEL VALLE,AV UNIVERSIDAD,Santa Cruz Atoyac,Benito Juárez,Ciudad de México,Ciudad de México,03310,-10.1,-15.6,6.6,Febrero,19.371589504482568,-99.16434429249966
Devlyn,Metropolitana,Distrito 3,A704,PLAZA UNIVERSIDAD,AV UNIVERSIDAD,Santa Cruz Atoyac,Benito Juárez,Ciudad de México,Ciudad de México,03310,40.1,4.3,34.2,Febrero,19.371589504482568,-99.16434429249966
Sears,Sur,Distrito 5,B301,SEARS COATZACOALCOS,AV UNIVERSIDAD KM. 8,Santa Maria,Coatzacoalcos,Veracruz de Ignacio de la Llave,Coatzacoalcos,96536,54.6,24.3,24.4,Febrero,18.1405019,-94.4344003
Devlyn,Sur,Distrito 5,A760,FORUM COATZACOALCOS,AV UNIVERSIDAD VERACRUZANA KM. 8,Transportistas,Coatzacoalcos,Veracruz de Ignacio de la Llave,Coatzacoalcos,96536,-9.0,-21.8,16.4,Febrero,18.1405019,-94.4344003
Devlyn,Sur,Distrito 6,B055,CORDOBA CENTRO,AV UNO,Córdoba Centro,Córdoba,Veracruz de Ignacio de la Llave,Córdoba,94500,-28.6,-16.1,-14.9,Febrero,18.89319855,-96.93289370002483
Sears,Sur,Distrito 6,B272,SEARS CORDOBA,AV UNO,Córdoba Centro,Córdoba,Veracruz de Ignacio de la Llave,Córdoba,94500,36.7,20.3,13.6,Febrero,18.89319855,-96.93289370002483
Devlyn,Noroeste,Distrito 5,A719,GUADALAJARA GRAN PLAZA,AV VALLARTA,Don Bosco Vallarta,Zapopan,Jalisco,Zapopan,45049,-2.3,4.5,-6.5,Febrero,20.676200043762105,-103.40825242957597
Sears,Noroeste,Distrito 5,B281,SEARS GRAN PLAZA  GUADALAJARA,AV VALLARTA,Don Bosco Vallarta,Zapopan,Jalisco,Zapopan,45049,24.0,40.9,-12.0,Febrero,20.676200043762105,-103.40825242957597
Devlyn,Metropolitana,Distrito 5,A319,AMPLIACION SANTA FE,AV VASCO DE QUIROGA,Santa Fe Cuajimalpa,Cuajimalpa de Morelos,Ciudad de México,Ciudad de México,05348,1.5,6.4,-4.6,Febrero,19.36305888712989,-99.27339930713761
Devlyn,Metropolitana,Distrito 5,A306,SANTA FE,AV VASCO DE QUIROGA,Santa Fe Cuajimalpa,Cuajimalpa de Morelos,Ciudad de México,Ciudad de México,05348,3.8,6.3,-2.4,Febrero,19.36305888712989,-99.27339930713761
Sears,Metropolitana,Distrito 5,B747,SEARS SANTA FE 3800,AV VASCO DE QUIROGA,Santa Fe Cuajimalpa,Cuajimalpa de Morelos,Ciudad de México,Ciudad de México,05348,-56.8,-52.6,-8.8,Febrero,19.36305888712989,-99.27339930713761
Devlyn,Centro,Distrito 1,A945,DEVLYN CHEDRAUI (TENAYUCA),AV VENTISCA,Solidaridad Nacional,Gustavo A. Madero,Ciudad de México,Ciudad de México,07268,4.1,-9.1,14.5,Febrero,19.530253511721057,-99.15502854221984
Devlyn,Centro,Distrito 6,A934,MORELIA CAMELINAS,AV VENTURA PUENTE,Cuauhtémoc,Morelia,Michoacán de Ocampo,Morelia,58020,-19.1,-2.8,-16.8,Febrero,19.6546004,-101.26237972291207
Devlyn,Centro,Distrito 2,A892,POWER CENTER COACALCO,AV VÍA JOSÉ LÓPEZ PORTILLO,Ex-Hacienda San Felipe 1a. Sección,Coacalco de Berriozábal,Estado de México,Coacalco de Berriozabal,55717,-1.9,-16.5,17.5,Febrero,19.6359452,-99.0948573
Devlyn,Centro,Distrito 2,A810,COACALCO,AV VÍA JOSÉ LÓPEZ PORTILLO,Residencial Sirapark,Coacalco de Berriozábal,Estado de México,Coacalco de Berriozabal,55700,-3.9,0.0,-3.9,Febrero,19.6359452,-99.0948573
Devlyn,Centro,Distrito 2,A117,DEVLYN COSMOPOL,AV VÍA JOSÉ LÓPEZ PORTILLO,Residencial Sirapark,Coacalco de Berriozábal,Estado de México,Coacalco de Berriozabal,55700,-8.9,-6.2,-2.9,Febrero,19.6359452,-99.0948573
Devlyn,Centro,Distrito 1,A771,PASEO INTERLOMAS,AV VIALIDAD DE LA BARRANCA,Jesús del Monte,Huixquilucan,Estado de México,Huixquilucan de Degollado,52764,20.9,12.0,7.9,Febrero,19.3598819,-99.3514655
Sears,Centro,Distrito 1,B748,SEARS INTERLOMAS D BARRANCA,AV VIALIDAD DE LA BARRANCA,Jesús del Monte,Huixquilucan,Estado de México,Huixquilucan de Degollado,52764,-66.2,-45.8,-37.6,Febrero,19.3598819,-99.3514655
Devlyn,Noreste,Distrito 3,B034,CENTRICA MONTERREY,AV VICENTE GUERRERO,Céntrika Victoria Elite,Monterrey,Nuevo León,Monterrey,64520,-4.2,-18.3,17.3,Febrero,25.6802019,-100.315258
Devlyn,Metropolitana,Distrito 4,A814,CUERNAVACA PLAZA,AV VICENTE GUERRERO,Lomas de Miraval,Cuernavaca,Morelos,Cuernavaca,62270,22.2,6.4,14.9,Febrero,18.934381165339765,-99.23023089498544
Devlyn,Metropolitana,Distrito 1,A866,PLAZA CHALCO 2000,AV VICENTE GUERRERO,Los Volcanes 2da. Sección,Chalco,Estado de México,Chalco de Díaz Covarrubias,56600,-13.4,-4.6,-9.2,Febrero,19.2612215,-98.8958362
Devlyn,Sur,Distrito 5,A826,COATZACOALCOS CENTRO,AV ZARAGOZA,Coatzacoalcos Centro,Coatzacoalcos,Veracruz de Ignacio de la Llave,Coatzacoalcos,96400,-16.6,-25.7,12.3,Febrero,18.146406841621875,-94.41971485658
Devlyn,Metropolitana,Distrito 4,A980,CHILPANCINGO COM.MEX.,BALTAZAR R. LEYVA MANCILLA,Militar,Chilpancingo de los Bravo,Guerrero,Chilpancingo de los Bravo,39060,-5.1,-16.6,13.7,Febrero,17.3919748,-99.7428629297313
Devlyn,Metropolitana,Distrito 2,A997,APIZACO GIGANTE,BARBERAN Y COLLAR,Centro,Apizaco,Tlaxcala,Apizaco,90300,7.2,-5.2,13.1,Febrero,19.42643095,-98.07743344645611
Devlyn,Noreste,Distrito 4,B770,DEVLYN SORIANA CARRIZO,BELDEN,Maclovio Herrera,Nuevo Laredo,Tamaulipas,Nuevo Laredo,88120,-15.9,-35.5,30.4,Febrero,27.4930246,-99.507425
Sears,Centro,Distrito 5,B560,SEARS IRAPUATO CIBELES,BLVD A VILLAS DE IRAPUATO,Ejido Irapuato,Irapuato,Guanajuato,Irapuato,36643,-12.0,-18.1,7.5,Febrero,20.6758761,-101.3521052
Devlyn,Sur,Distrito 3,A801,CHEDRAUI COMALCALCO,BLVD ADOLFO LOPEZ  MATEOS,Independencia 2a Secc,Comalcalco,Tabasco,Comalcalco,86670,12.2,1.2,10.9,Febrero,18.2615076,-93.2231523
Devlyn,Noroeste,Distrito 1,A715,MEXICALI PLAZA CACHANILLA,BLVD ADOLFO LOPEZ MATEOS,Centro Cívico,Mexicali,Baja California,Mexicali,21000,-11.0,11.7,-20.3,Febrero,32.6405247,-115.474899
Sears,Noroeste,Distrito 1,B314,SEARS CACHANILLAS MEXICALI,BLVD ADOLFO LOPEZ MATEOS,Jabonera,Mexicali,Baja California,Mexicali,21150,20.8,-6.5,29.2,Febrero,32.6405247,-115.474899
Devlyn,Centro,Distrito 6,A781,CENTRO MAX BAJIO,BLVD ADOLFO LOPEZ MATEOS,Jardines de Jerez,León,Guanajuato,León de los Aldama,37530,-18.4,-4.5,-14.6,Febrero,21.099687184530996,-101.63221986653748
Coppel,Centro,Distrito 6,A533,COPPEL CENTRO MAX (LEON),BLVD ADOLFO LOPEZ MATEOS,Jardines de la Bufa,León,Guanajuato,León de los Aldama,37530,-11.4,-17.6,7.6,Febrero,21.121965,-101.6829766
Devlyn,Centro,Distrito 1,A825,ATIZAPAN ALAMEDAS,BLVD ADOLFO LOPEZ MATEOS,Las Alamedas,Atizapán de Zaragoza,Estado de México,Ciudad Adolfo López Mateos,52970,-12.4,-14.7,2.7,Febrero,19.556882028932886,-99.24972296980032
Devlyn,Metropolitana,Distrito 3,B477,WAL MART PLATEROS,BLVD ADOLFO LOPEZ MATEOS,Lomas de Plateros,Álvaro Obregón,Ciudad de México,Ciudad de México,01480,-35.8,3.9,-38.2,Febrero,19.4326296,-99.1331785
Devlyn,Centro,Distrito 6,A314,ALTACIA LEON,BLVD AEROPUERTO,Jardines de la Bufa,León,Guanajuato,León de los Aldama,37530,-8.4,-6.1,-2.5,Febrero,21.121965,-101.6829766
Coppel,Metropolitana,Distrito 5,A616,COPPEL SENDERO (TOLUCA),BLVD AEROPUERTO MIGUEL ALEMAN,Lerma de Villada Centro,Lerma,Estado de México,Tezoyuca,52000,-16.3,-7.6,-9.4,Febrero,19.5902244,-98.9079359
Devlyn,Noroeste,Distrito 1,B864,GALERIAS HIPODROMO TIJUANA,BLVD AGUA CALIENTES,Hipódromo Agua Caliente,Tijuana,Baja California,Tijuana,22024,9.8,-5.7,16.5,Febrero,32.5317397,-117.019529
Sears,Noroeste,Distrito 4,B287,SEARS CULIACAN,BLVD ALVARO OBREGON SUR,Colinas de San Miguel,Culiacán,Sinaloa,Culiacán Rosales,80228,-36.3,-35.7,-0.9,Febrero,24.7978965,-107.393395
Devlyn,Sur,Distrito 4,B435,TUXTLA GTZ SORIANA,BLVD ANDRES SERRA ROJAS,El Retiro,Tuxtla Gutiérrez,Chiapas,Tuxtla Gutiérrez,29040,10.2,-3.6,14.3,Febrero,16.753801,-93.115959
Sears,Noreste,Distrito 1,B290,SEARS LA LOMA,BLVD ANTONIO ROCHA CORDERO,Lomas del Tecnológico,San Luis Potosí,San Luis Potosí,San Luis Potosí,78215,-14.9,-17.8,3.5,Febrero,22.12981161547303,-101.02755110838542
Devlyn,Noroeste,Distrito 4,B030,GUAMUCHIL,BLVD ANTONIO ROSALES Y CARRETERA INTERNACIONAL,Chutamonas,Salvador Alvarado,Sinaloa,Guamúchil,81460,25.6,1.9,23.2,Febrero,25.4575492,-108.0755437
Coppel,Metropolitana,Distrito 5,A660,COPPEL ATLACOMULCO,BLVD ARTURO MONTIEL ROJAS,Atlacomulco De Fabela Centro,Atlacomulco,Estado de México,Sin Ciudad,50450,-41.2,-32.0,-13.6,Febrero,,
Devlyn,Sur,Distrito 4,A751,GALERIAS BLVD TUXTLA GTZ,BLVD BELISARIO DOMINGUEZ,Bugambilias,Tuxtla Gutiérrez,Chiapas,Tuxtla Gutiérrez,29056,-33.3,-12.9,-23.5,Febrero,16.753801,-93.115959
Sears,Sur,Distrito 4,B305,SEARS TUXTLA,BLVD BELISARIO DOMINGUEZ,Bugambilias,Tuxtla Gutiérrez,Chiapas,Tuxtla Gutiérrez,29056,43.9,28.7,11.8,Febrero,16.753801,-93.115959
Devlyn,Sur,Distrito 5,A901,MULTIPLAZA TUXTEPEC,BLVD BENITO JUAREZ,María Luisa,San Juan Bautista Tuxtepec,Oaxaca,San Juan Bautista Tuxtepec,68310,23.8,-5.4,30.9,Febrero,18.0874632,-96.1227767
Devlyn,Sur,Distrito 5,A846,TUXTEPEC CHEDRAUI,BLVD BENITO JUAREZ,María Luisa,San Juan Bautista Tuxtepec,Oaxaca,San Juan Bautista Tuxtepec,68310,13.7,-3.9,18.3,Febrero,18.0874632,-96.1227767
Devlyn,Centro,Distrito 4,B921,WAL MART QUERETARO,BLVD BERNARDO QUINTANA ARRIOJA,Álamos 3a Sección,Querétaro,Querétaro,Santiago de Querétaro,76160,59.6,22.6,30.1,Febrero,20.5922997,-100.3917424
Devlyn,Noreste,Distrito 1,A717,CC SAN LUIS POTOSI,BLVD BLV ANTONIO ROCHA CORDERO,Del Valle,San Luis Potosí,San Luis Potosí,San Luis Potosí,78200,-21.0,-5.1,-16.8,Febrero,22.1516472,-100.9763993
Devlyn,Centro,Distrito 6,B788,GALERIAS URIANGATO,BLVD BLV.URIANGATO,Las Arboledas,Uriangato,Guanajuato,Uriangato,38983,-23.1,-12.0,-12.6,Febrero,20.117735,-101.13804770804822
Coppel,Centro,Distrito 5,A668,COPPEL CONSTELACION (SALAMANCA),BLVD BLVD. VALLE DE SANTIAGO,Salamanca Centro,Salamanca,Guanajuato,Salamanca,36700,-39.1,-20.0,-23.8,Febrero,20.6511359,-101.16676697826568
Devlyn,Centro,Distrito 5,A752,IRAPUATO PLAZA CIBELES,BLVD BLVD. VILLAS DE IRAPUATO,Lombardía,Irapuato,Guanajuato,Irapuato,36670,28.4,8.4,18.4,Febrero,20.6758761,-101.3521052
Devlyn,Noroeste,Distrito 4,A905,PASEO LOS MOCHIS,BLVD CENTENARIO,Primer Cuadro (Centro),Ahome,Sinaloa,Los Mochis,81200,19.9,-5.2,26.4,Febrero,25.7928058,-108.990188
Sears,Noroeste,Distrito 4,B311,SEARS LOS MOCHIS,BLVD CENTENARIO,Santa Cecilia,Ahome,Sinaloa,Los Mochis,81271,54.3,11.3,38.7,Febrero,25.7928058,-108.990188
Devlyn,Metropolitana,Distrito 2,B778,CHEDRAUI HUATULCO,BLVD CHAHUE,Residencial Conejos,Santa María Huatulco,Oaxaca,Bahias de Huatulco,70989,-6.8,-14.7,9.2,Febrero,15.7759827,-96.25869871122916
Devlyn,Noroeste,Distrito 1,B924,PASEO 2000 TIJUANA,BLVD CORREDOR TIJUANA-ROSARITO 2000,Ejido Francisco Villa,Tijuana,Baja California,Tijuana,22236,-10.1,-10.9,1.0,Febrero,32.5317397,-117.019529
Devlyn,Noroeste,Distrito 3,A917,GALERIAS RIO SONORA,BLVD CULTURA,Palo Verde,Hermosillo,Sonora,Hermosillo,83280,4.3,6.0,-1.7,Febrero,29.0948207,-110.9692202
Sears,Noroeste,Distrito 3,B278,SEARS HERMOSILLO,BLVD CULTURA,Proyecto Río Sonora,Hermosillo,Sonora,Hermosillo,83270,-7.9,-9.3,1.6,Febrero,29.0948207,-110.9692202
Devlyn,Sur,Distrito 4,A042,WALMART COMITAN CHIAPAS,BLVD DE LAS FEDERACIONES KM 1260.5,Paraíso Chichima,Comitán de Domínguez,Chiapas,Comitán de Domínguez,30093,-51.4,-32.4,-28.1,Febrero,16.2441097,-92.1348514
Devlyn,Metropolitana,Distrito 4,A883,MULTIPLAZA LAS PALMAS,BLVD DE LAS NACIONES,Granjas del Marqués,Acapulco de Juárez,Guerrero,Acapulco de Juárez,39890,-28.0,-16.0,-14.4,Febrero,16.8680495,-99.8940182
